path,kind,platforms,platform_assumptions,duplicate_of,references_moving_paths,needs_compat_test,keep,migration_action,validated_by
skills/creative/algorithmic-art/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,no,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/creative/algorithmic-art/evals/evals.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/creative/algorithmic-art/references/palettes.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/creative/algorithmic-art/scripts/validate_artifact.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/creative/field-notebook-ui/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,no,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/debugging/targeted-debug/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,no,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/debugging/targeted-debug/evals/evals.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/debugging/targeted-debug/references/language-patterns.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/debugging/targeted-debug/references/scope-decisions.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/debugging/targeted-debug/scripts/extract-error-paths.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/dev-workflow/_shared/scripts/detect-multi-platform-repo.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/dev-workflow/_shared/scripts/detect-platform.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/dev-workflow/_shared/scripts/list-agent-worktrees.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,yes: platform-shaped worktree roots,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/dev-workflow/_shared/scripts/parse-issue-resume.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/dev-workflow/_shared/scripts/resolve-worktree.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,yes: platform-shaped worktree roots,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/dev-workflow/_shared/scripts/run-pre-pr-gates.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/dev-workflow/_shared/scripts/update-issue-resume.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/dev-workflow/decision/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,no,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/dev-workflow/decision/evals/evals.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/dev-workflow/plan-dev/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,no,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/dev-workflow/plan-dev/evals/evals.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/dev-workflow/plan-dev/evals/trigger-evals.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/dev-workflow/plan-dev/references/phase-grouping-guide.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/dev-workflow/plan-dev/scripts/validate_plan.py,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/dev-workflow/pr-dev/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,no,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/dev-workflow/pr-dev/evals/evals.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/dev-workflow/pr-dev/references/ci-monitor-loop.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/dev-workflow/pr-dev/scripts/cleanup-after-merge.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/dev-workflow/pr-dev/scripts/fetch-pr-state.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/dev-workflow/pr-dev/scripts/resolve-thread.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/dev-workflow/pr-dev/templates/review-reply.md.tmpl,asset,"claude-code,claude-desktop,codex,cursor,opencode",no,no,no,no,yes,keep,NONE
skills/dev-workflow/start-dev/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,yes: platform-shaped worktree roots,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/dev-workflow/start-dev/evals/evals.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,yes: platform-shaped worktree roots,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/dev-workflow/start-dev/evals/files/plan.md,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,NONE (evals are never executed in CI)
skills/dev-workflow/start-dev/references/pr-templates.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/dev-workflow/start-dev/scripts/detect-stack.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/dev-workflow/switch-dev/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,yes: platform-shaped worktree roots,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/dev-workflow/switch-dev/evals/evals.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,yes: platform-shaped worktree roots,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/dev-workflow/switch-dev/references/mode-contracts.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/dev-workflow/switch-dev/references/platform-capabilities.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,yes: platform-shaped worktree roots,no,yes,change,NONE
skills/dev-workflow/switch-dev/references/resume-schema.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,yes: platform-shaped worktree roots,no,yes,change,NONE
skills/dev-workflow/switch-dev/scripts/parse-mode-args.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/dev-workflow/switch-dev/templates/handoff-comment.md.tmpl,asset,"claude-code,claude-desktop,codex,cursor,opencode",no,no,no,no,yes,keep,NONE
skills/dev-workflow/switch-dev/templates/resume-block.md.tmpl,asset,"claude-code,claude-desktop,codex,cursor,opencode",no,no,no,no,yes,keep,NONE
skills/documentation/changelog-review/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,no,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/documentation/changelog-review/evals/evals.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/documentation/changelog-review/references/urls.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/documentation/changelog-review/scripts/check-skill-frontmatter.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/documentation/changelog-review/scripts/validate-plugin-json.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/documentation/dark-terminal-doc/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,no,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/documentation/dark-terminal-doc/evals/evals.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/documentation/dark-terminal-doc/references/css-design-system.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/documentation/dark-terminal-doc/references/html-skeleton.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/documentation/docs-review/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,no,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/documentation/docs-review/evals/evals.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/documentation/docs-review/references/known-canonical-plans.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/documentation/docs-review/references/sweep-checklist.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/documentation/docs-review/scripts/check-template.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/documentation/docs-review/scripts/detect-plan-files.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/documentation/docs-review/scripts/file-freshness.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/documentation/docs-review/scripts/validate-links.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/documentation/docs-review/templates/review-report.md.tmpl,asset,"claude-code,claude-desktop,codex,cursor,opencode",no,no,no,no,yes,keep,NONE
skills/documentation/platform-sync-claude/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,no,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/documentation/platform-sync-claude/evals/evals.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/documentation/platform-sync-claude/references/urls.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/documentation/platform-sync-codex/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,no,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/documentation/platform-sync-codex/evals/evals.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/documentation/platform-sync-codex/references/urls.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/documentation/platform-sync-cursor/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,no,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/documentation/platform-sync-cursor/evals/evals.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/documentation/platform-sync-cursor/references/urls.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/documentation/platform-sync-opencode/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,no,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/documentation/platform-sync-opencode/references/urls.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/documentation/platform-sync/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,no,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/documentation/platform-sync/evals/evals.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/documentation/platform-sync/references/detection.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/documentation/platform-sync/references/urls.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/mcp/mcp-builder/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,no,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/mcp/mcp-builder/evals/evals.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/mcp/mcp-builder/references/quick-reference.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/mcp/mcp-builder/scripts/scaffold.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/mcp/mcp-pagination/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,no,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/mcp/mcp-pagination/evals/evals.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/mcp/mcp-pagination/references/pagination-patterns.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/mcp/mcp-pagination/scripts/check-pagination.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/repo/_contract/README.md,documentation,none,varies,no,no,no,yes,change,NONE
skills/repo/_contract/feature-equivalence.json,canonical,none,"yes: claude/cursor/codex only - no opencode, no gemini, no claude-desktop",docs/agent-guidelines/platform-equivalence.md; superseded by the new capability registry,no,yes,yes,change,make validate (jq empty on every *.json) + make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-claude-plugin-gold/.claude-plugin/plugin.json,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-claude-plugin-gold/.cursor-plugin/plugin.json,no,yes,yes,change,make test-repo-contract (CI contract-test) + make validate (jq empty on every *.json)
skills/repo/_contract/fixtures/scaffold-claude-plugin-gold/.codex-plugin/plugin.json,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test) + make validate (jq empty on every *.json)
skills/repo/_contract/fixtures/scaffold-claude-plugin-gold/.cursor-plugin/plugin.json,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-claude-plugin-gold/.claude-plugin/plugin.json,no,yes,yes,change,make test-repo-contract (CI contract-test) + make validate (jq empty on every *.json)
skills/repo/_contract/fixtures/scaffold-claude-plugin-gold/.cursor/rules/000-project.mdc,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-claude-plugin-gold/.mcp.json,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test) + make validate (jq empty on every *.json)
skills/repo/_contract/fixtures/scaffold-claude-plugin-gold/AGENTS.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-claude-plugin-gold/CLAUDE.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-claude-plugin-gold/Makefile,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-claude-plugin-gold/README.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-claude-plugin-gold/docs/agent-guidelines/platform-equivalence.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-claude-plugin-gold/docs/engineering/build-and-release/platform-targets.json,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test) + make validate (jq empty on every *.json)
skills/repo/_contract/fixtures/scaffold-claude-plugin-gold/docs/engineering/build-and-release/platform-targets.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-claude-plugin-gold/hooks/hooks.json,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-plugin-gold/plugins/scaffold-plugin-gold/hooks/hooks.json,no,yes,yes,change,make test-repo-contract (CI contract-test) + make validate (jq empty on every *.json)
skills/repo/_contract/fixtures/scaffold-claude-plugin-gold/scripts/check-agent-drift.sh,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-gold + scaffold-plugin-gold + _contract/scripts + tmpl (5 identical),no,yes,yes,change,make test-repo-contract (CI contract-test) (executed by the fixture assert; NOT shellchecked)
skills/repo/_contract/fixtures/scaffold-claude-plugin-gold/scripts/check-feature-equivalence.sh,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-gold/scripts/check-feature-equivalence.sh,no,yes,yes,change,make test-repo-contract (CI contract-test) (executed by the fixture assert; NOT shellchecked)
skills/repo/_contract/fixtures/scaffold-claude-plugin-gold/scripts/check-platform-targets.sh,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-gold + scaffold-plugin-gold copies (3 identical),no,yes,yes,change,make test-repo-contract (CI contract-test) (executed by the fixture assert; NOT shellchecked)
skills/repo/_contract/fixtures/scaffold-claude-plugin-gold/skills/demo/SKILL.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test) + scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/repo/_contract/fixtures/scaffold-gold/.agents/skills/run-scaffold-gold/SKILL.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-gold/.claude/skills/... and scaffold-plugin-gold/.claude/skills/... (3 identical),no,yes,yes,change,make test-repo-contract (CI contract-test) + scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/repo/_contract/fixtures/scaffold-gold/.claude/skills/run-scaffold-gold/SKILL.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-gold/.agents/skills/... and scaffold-plugin-gold/.claude/skills/... (3 identical),no,yes,yes,change,make test-repo-contract (CI contract-test) + scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/repo/_contract/fixtures/scaffold-gold/.cursor/rules/000-project.mdc,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-plugin-gold/.cursor/rules/000-project.mdc,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-gold/.github/dependabot.yml,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-plugin-gold/.github/dependabot.yml,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-gold/.github/pull_request_template.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-plugin-gold/.github/pull_request_template.md,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-gold/.github/workflows/ci.yml,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,_contract/templates/github/ci.yml.tmpl,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-gold/.gitignore,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-plugin-gold/.gitignore,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-gold/.nvmrc,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-plugin-gold/.nvmrc,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-gold/AGENTS.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-gold/CHANGELOG.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-gold/CLAUDE.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-plugin-gold/CLAUDE.md,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-gold/CODEOWNERS,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,"CODEOWNERS (repo root, identical)",no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-gold/LICENSE,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,LICENSE (repo root) + scaffold-plugin-gold/LICENSE,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-gold/Makefile,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-gold/README.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-gold/assets/banner.svg,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-gold/docs/CHANGELOG.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-plugin-gold/docs/CHANGELOG.md,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-gold/docs/CONTRIBUTING.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-plugin-gold/docs/CONTRIBUTING.md,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-gold/docs/README.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-plugin-gold/docs/README.md,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-gold/docs/agent-guidelines/README.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-plugin-gold/docs/agent-guidelines/README.md,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-gold/docs/engineering/README.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-plugin-gold/docs/engineering/README.md,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-gold/docs/engineering/build-and-release/platform-targets.json,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test) + make validate (jq empty on every *.json)
skills/repo/_contract/fixtures/scaffold-gold/docs/engineering/build-and-release/platform-targets.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-gold/docs/engineering/build-and-release/versioning.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-gold/docs/user/README.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-plugin-gold/docs/user/README.md,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-gold/package.json,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test) + make validate (jq empty on every *.json)
skills/repo/_contract/fixtures/scaffold-gold/scripts/check-agent-drift.sh,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,4 other identical copies incl. _contract/scripts + tmpl,no,yes,yes,change,make test-repo-contract (CI contract-test) (executed by the fixture assert; NOT shellchecked)
